author,comment,likes
@leorasteffany,"Kak minta tolong mungkin bisa diusahakan dikasih subtitle terus buat setiap percakapan. Soalnya aku yg cupu ini ttp mau tau percakapannya, tpi gmw denger suaranya kenceng² kak. Takutt",0
@nurlinda7982,Sudah download berbayar pula 😢 apalah daya kita yg modal quota,0
@iandiimensirindu4694,keren pinnya bisa nyala yah,0
@sitisulama2453,Yuk Bisa Yuk Trending,0
@sitisulama2453,trending,0
@lolobhshssks7980,"Ada yang bisa bantu jelasin ga,di DMS plus untuk CH 1 sampe 3 aku kelewat,itu adegan ke rumah anabelle atau masih belum ya?",0
@wilmajuniar1536,Ka Sarah coba kolaborasi sama Dafi @bucintv suruh uji nyali mata batinnya di buka,0
@putripriliyaa293,Kok ada ijo2nya yaa?🙄🙄,0
@anjanarealme6041,Plissss kakkk part 2 yaaa😍,0
@joopanii,"Mau nanya dong, sistem dms+ itu gmn ya, di plus journeytoannabel emng cuma per episode gitu? Gak ada episode sebelumnya, kmrin aku buka trus ada payment buat 7 hari. Itu cuma buat journeytoannabel aja ya? Jdi hangus dong klo gk ada eps selanjutnya?",0
@novalbintang1014,kerennnnn parahhhhhh🔥🔥🔥🔥🔥,0
@OppoA-f9x,"Kereeenn yaa sekarang Padi udh bisa liat,dia tau posisi kibadru gadis dan deny yg dipegangi Sama kibadru...<br>Udh lama Gk liat DMS udh banyak kemajuan nya Padi..<br>Tapi ngomong&quot; udh nikah pa belum Padi🤣😅 klu Belum smgh cepat dpt jodoh nya ya padi😅😅<br>Masa kalah sii Sama aq, aq thn depan Mau nikah Sama org Turki.utk mbk Sarah,mas wisnu dan mas Demian dan kruh smgh sehat slalu...",2
@daivinka5207,Otw DMS+,0
@putrinurdiana8088,Gamau buka langganan youtube gitu kah huhuhu🙂,0
@efrichasinambela6241,Mantapp,0
@Lexsugar17,"Mau nanyain cerita lila dong,..apakah lila udah ketemu lili??",1
@lukmansantoso2651,AAA LIHAT GINI AJA UDAH SENENG BANGET SUKSES TERUS DMS!!!❤❤❤,1
@sondangzfnya,Up,0
@juwitamalassa3011,"Hiks sedih ketika langganan paket yang 399, kelewatan sama chapter 3 dan tiba tiba buka udah munculnya yang 4 😢<br><br>Kirain yang 399 itu bisa dapet yang full chapter kak 😢",0
@toengtoeng6604,Tapi kameraMan slalu selamat kan???,0
@badrusbocil2342,Bismillah semoga dms selalu trending 1 aamin,29
@abdullahibnu1213,Adain dong buat Bisa buka aplikasi DMS+ di Laptop / Pc ... Soalnya Kureng batt nih kalo nonton nya di Hp doang  / cuman bisa di buka lewat aplikasi ajaa :),2
@sitimaghfiroh3083,Yuk trandingin 1 biar nanti full kontenny Annabelle 😊,0
@dhieanneisha1498,Sumpah geng iki keren abis .... gas donlod dms+ lah maraton,0
@misri9021,Udah donlod apk nya. Tapi gak bisa berlangganan 🤧🤧 <br>Mungkin Lebih tepat nya gak ngerti cara berlangganan nya. 🥺🥺🥺,0
@CuanCuan-b6w,"Setannya emang milih2 ya,orang bangun  bangunan dihalaman nggak di ganggu",0
@chikaajja3068,Liat ms Nunu inget mantan 😂😂😂😂,0
@kaizokaizachannel446,"Keren DMS,Maju Terus♥️♥️♥️",0
@calesticall128,"Addicted, Real crime and Sulfur. padahal tidak seseram film nya namun mematikan kepala orang.",0
@destiamalia3389,pas tau hantu penasaran yg dia laper pake baju kodok sedihh bagett😢😢😢,0
@riskarismayanti5812,"Di tengah2 ke tegangan ada aja kocak nya nyai ,, masa jadi mauung 😂❤❤",0
@MiaNofiyanti,Ka collab bareng team nya ruben onsu dong kali² penelusuran nya 😊,0
@monaa_mona39,Ayooo trending trending trending,1
@leninuraeni8786,Nyai klo bisa ga keberatan tolong coba ceritaa tentang kota saranjana nyai,1
@banowatidwi4577,"Wakakaka mba saraaaaaa, aku yg lg serius tiba² fadi bilang &quot; its a lion&quot; ngakakk, bang padi maung teh tiger, pake dinyanyiin lagu simba pulakk sama mba sara 😂😂😂😂 love it❤",0
@tyaseptya8013,Itu ada bayangan anak kecil yaa sebelah kanan. Apa aku salah liat,0
@mawardah6951,@pak dem aku udh download dmsplus tapi gak bisa login gagal terus,1
@malvita_sman1tanjungpandan278,huhuuu mba sara suaranya berubah serem😭,0
@LathifatulLazimah,"Ayooo part duanyaa segeraaa ,",0
@LathifatulLazimah,"Seruuu bangetttt .. trendingkan segeraaa , dms semoga lancar trusss biar bikin konten lagiiii yang sesi keduaa ..",2
@Whiteunicorn769,"Udah nntn yg chapter 4, gaseru. Banyak omong doang, mau beli chapter lain gabisa. Huft padahal penasaran chapter yg sebelumnya.",0
@jafkagamingfox2653,"aku kan baru mau nonton chapter 1, pas aktifin lg aku punya dms plus nya langsung ke chapter 4, mau nonton capter 1 nya gimana? Boleh dibantu info?",0
@vivilinzy5823,❤️🍅🤗,0
@user-hq2nx2li4y,❤❤❤❤❤,0
@vivilestari4152,Walaupun sebentr tpi gue ikut nangis kak sara😢,0
@viviruchchaniaputridewi,Trendinggggg,0
@harushi_7304,Info bang buat journey annabelle kalo nonton chapter 1 nya gmnaa? Bisa di dms+ kah?,0
@ellyanahseleh8045,Saya dari Malaysia🥺 tdk dpt sign up App DMS sedih😢,1
@Blackcat0313,Chapter 1-3nya kok gak ada ya di appnya? Emang sengaja cuman liat yang berjalan? Nanti muncul gak yang episode sebelum2nya?,0
@pengagumrahasia4846,HARUS TRENDING!!!!,1
@saidhhh144,Yt keknya pilih kasihh ni,0
@saidhhh144,"Kok ini gkk masul trending ya???pdhl sy liat dari awal rilis 5 hari lalu udh 1.7 jt,yng lain 6 hari cuma ribuan penonton malah msuk trending",0
@n.neun.07zi,Adeku sampe nangis nontonya 😭😭,0
@cellia_cathleen,ada yang ngerasa pusing nggak pas nonton ini? Soalnya aku ngerasa pusing. Padahal dari tadi aku baik2 saja,0
@RetnaGayatri,muantep bgt tetep sehat tetep semangat nyai d tim❤❤❤bang fad jg mantab 👍👍👍,0
@mmaasa-t3z,Kenapa gak fullnya mba sara seru banget gak pernah ketinggalan konten konten terbaru mbak sara.... Mau dong yang full,0
@gbots_vin,"Saya baru tau dan sangat tertarik untuk konten journey to annabelle ini. Setelah saya install apk DMS+ kok cuma ada chapter4 ya chapter 1,2 dan 3nya sudah di teakdown kah? Maaf baru gabung😅",0
@jakawardana9158,"Klo duwet sama kpl &amp; kub kayaknya lebih seru,biar hantunya dikepretin 😅🙏",0
@Queenmochi11,Ahh pas nyai bilang anak orang hitam rambutnya keriting dia kurus lapar sedih sekali aku reflek langsung nengok anak aku yang juga anak orang itam rambutnya keriting tapi alhamdulillah gemuk semok .. salam dari hongkong nyai and tim ❤,0
@hazriellive8268,"buat anabelle ini serem karna emng ada &quot;devil&quot; inside, klo coba di terawang bakalan banyak tangan hitam yg muncul dari dalam semacam portal, ngeri sih karna sebelumnya belum tau seluk beluk jin/devil di luar indonesia,, nice vid jempolll",1
@hexaputri756,Semangat tim DMS,0
@kristindian,Makasih DMS❤❤,0
@apekategue8465,"Pak dem, klo maraton dr dms+ tahun lalu sampai sekarang (terbaru), apa konten di dms+ nya masih ada (masih lengkap)....?????",0
@BaperTVOfficial,Ada hantu indo atau enggak ya di amerika??,0
@NatasyaXian,"hah? sumpah merinding . seru banget kak . thankyou udah ditayangin kak 🎉❤❤❤❤❤ mau nanya deh kak, hantu luar negeri tuh galak gak sih?",0
@AgungJibril-jp4bv,Keren bgt❤,0
@toxinmouse,Mau ngelihat gambarnya ki bardu dong. 😊,0
@yovitavaniayohannes8883,hu,0
@NauraputriFadillah,"Semangat terus mba sara, kak wisnu, kak fadi sama pak demian and kru  tayangin lagi iya kak di youtube nya biar bisa nonton",0
@UmmiYati-x8q,❤❤❤,0
@evindahwd4066,Love sekebon DMS n Team❤ sehat selaluuu,0
@sititiana5145,pliss ini seruuu bangettttttt. ayoo guys trendingin lagi guyssss,0
@afrizadianpuspitasari1656,WAJIB TRENDING,0
@intanlestariputri1430,"Nyaiii, aku bolak balik buat akun DMS+ , tp ga bisa bisa, katanya kode verifikasi dikirim ke email, tp ga ada masuk” , pdhal pengen banget nnton yg di DMS+ 😩",0
@untukmerekaberdaya6113,No way!,0
@lalalilis496,Masyaallah semakin berkembang🎉❤,0
@parkkyungie1235,maaf nyai q boleh nanya gk? ANNABELLE  part 3 mn kok ilang 😢 q blm baca😢,0
@friskan.novandina1412,Di detik 14.10 ada yang lewat dikaca,0
@faisalfurqonsianipar,"Seruuuuuuuuuuuuuu ❤❤❤❤❤<br><br>Sukses dan sehat selalu kang Dem dan teh Sara, terima kasih sudah menyajikan konten yang menghibur.",1
@AslanAlmauza,"<a href=""https://www.youtube.com/watch?v=2u5ILxoxAvA&amp;t=833"">13:53</a><br>Yg berjalan di belakang cepat pak dem tinggi putih siapa kak sara? Cameramen atau bukan?",0
@acaaaacaa2808,AYOO TRENDING,0
@igghaistya9504,"Sy dri kmrn mw nonton chapter 4 tp loading trs, blm bs nonton2",0
@sofiahAgani,❤❤❤,0
@comradeeeee,"For me I don&#39;t believed it all I just watch this as a content saja,even Ed and Lorraine saya pun gak percaya kisah mereka. Bahkan Annalise Michel saja yang jelas ada rekaman nya juga gak bisa buat pengadilan percaya. Saya percaya rekaman Annalise Michel itu tapi tidak dengan Ed and Lorraine.",0
@ramadhansagu7971,maaf nanya ki badru itu siapa ya,0
@Nadwa55,Anjing bang fad keren banget..,0
@abangazkachannel5394,"Tolong di jawab dong , udh berlangganan plus tapi ko gada chapter 1 , malah langsung ke 4 😢",0
@eliskurniasary1842,penasaran sumpah....,0
@olan2483,Bangunan lama kacanya bersih gitu,0
@muhammadpratamahakiki6053,berlangganan berpaa yaaa? jadi penasaran liat kisah annabel,0
@farhanmaulana_1275,"Bang mau tanya kalo udh ketinggalan yg chapter 1,2,3 gabisa ditonton lagi ya? walaupun udh langganan",0
@Manusia_Minahasa,Keren banget kontennya👍👍👍,0
@vidiolucuaku,bleh nanya ga sih kalo berlangganan ama dms+ itu stiap vidio capter nya tuh harss beli terus yahhh .apaa skli kitaa berlangganan untuk sbulan sih,0
@cacadewi533,❤❤❤❤,2
@nengshinta4330,TRENDING 1,0
@dindaasu2074,@DemianAditya pak dem apa di aplikasi dms+ kalo kelewat capter 123 udh gk.bisa nonton lgi.? Bantu jawab dong ! Mau langanan tapi adanya cuma cap 4,0
@alam4089,Baru sempet nonton dan seru dan keren banget,0
@_shyel9713,Up,0
@sczender,"mf mbak sarah dan tim, daku blm bisa nton DMS+ jd nton ini aj dlu",0
@valenciavenny584,ko demian boleh minta arahan ga yaa  ? aku ud download aplikasinyaa aku mau nntn preston castle sama annable dr chapter 1 kok ga ada ya ?. apa aku hrus bayar berlangganan baru muncul atau bagaimana ? soalnya cuma asa chapter 4 doang untuk annabelle nya aku mw nntn dr chapter 1 thank u,0
@Ivanprtma208,"U ngapa si bang kalo Nyai sara Bilang sesuatu, langsung melotot ngeliatin dia😭Ngeri lu kesambet njer",0
@fiastii,wah keren parah sih ini,0
@nasyaamelia7607,"mba blm nntn yang di tahun lalu,bisa salin link nya ga?mau nonton",0
@sedanisedani2712,Kok tiba&quot; keluar sendiri saat nonton dms+ padahal seru&quot;,0
@ZumrotinMuzayanah,Harus trending sih,0
@gandapsb17,settingannya kelihatan sekali,0
@satriaarjuna,Bini gua dah donlod v g bisa liat anabell soal&#39;a ga ada saldo&#39;a buat beli🤦‍♂️😂😂ntr paling akhir liat&#39;a,0
@sujatmikoyudholelono7627,"Maaf bak mohon di koreksi, saya mendengar suara teriakan di dalam ruangan pada video pada menit ke 9.04 s/d 9.09, teriakan terdengar dari atas ruangan, suaranya menggema, mohon diperiksa ya bak, atau mungkin hanya suara angin yg terdengar oleh saya.",0
@dantemasamunenakagawa3047,"Sorry ya tapi gw lebih serem liat mukanya om fadi iskandar, yang gondrong bewokan itu. Karna si fadi mukanya mirip bgt kaya bang jupri, odgj di daerah rumah gw. Yang selalu meneror dengan membawa batu, siapa aja yang lewat depan jupri langsung disambit. Gw juga pernah kena kesambit palanya ama jupri, jadi trauma kalo liat orang yg mukanya mirip odgj dirumah gw itu😅!",0
@dollyhasian100,"Dms+ nya gabisa payment, videonya ga jalan",0
@enihrannurhaenii8788,Aku kok daftar dms + susah,0
@papua135,serem bgt,0
@astridprinitaria4699,"Utk bisa liat tayangin ini,bayar berlangganannya brp?",0
@papua135,dari awal aja udah takut,0
@veanyalfaris6652,Salfok sma muka mbak sarahh cuantik pol  kayak bonekaa ❤❤❤,0
@enjoyaman2566,kameramen selalu selamat,0
@stvrf1ire,Nonton kelanjutan nya dimana?,0
@elangpratama18,Gak ada yang bisa melihat makhluk halus🤣🤣,0
@elangpratama18,Emang bisa liat secara langsung gitu?,0
@gabrielleshandy2332,"Pak dem, i ud donlot dms+ tp preston castle pertama sm journey to anabelle chapter yv ud lwat d apus y? Pdhl mau langganan buat marathon😢",0
@shelalee5449,Trending,0
@Juliaputri87,Kalian harus liat yg di aplikasi gildaaaaaaaaak merindiiiiing paraaaah guys seruuuuu bangeeeet tapiiiii,0
@ngakbisabahasainggeris2912,ada jual baju dms ngak ya . dimana mau beli,0
@MonafaizahFaizah,"Mbak Sarah, kalo kita nonton kek gini kerasa mual trus bau muntah itu kenapa ya ?",0
@NurHafifah-f2y,"Masih bingung deh sama dms+ , dms+ itu cerita&quot; Gitu kah, bukan penelusuran, soalnya saya liat kok gak ada penelusurannya maaf tanyak",0
@fikrifathoni_te6574,"aplikasi dms bisa jadi blunder buat ini akun sih , karena ini akun basisnya dari awal di youtube",0
@istiaulka8232,"sengaja atau ga sengaja td pas awal liat video ini langsung mikir kenapa Jerome ga ikut penelusuran sm nyai aja yh pasti seru, ehhh di akhir video ada hantu namany Jerome 😅😅😅",0
@kurniawans17,"sya fans Neu ,,,,,,,sering2 di munculin dong",0
@bellabelindarn9531,Boleh tanya? Ki badu itu liat di mana nih? Pngn tau siapa ki badu itu 🙏🏼,0
@denydwierfianto3837,gimana ya caranya kerasukan ??? pengeeeeen,1
@faidelradjangolo5987,Yg tau tau aj y😊,0
@devchik27,waoooow kerennnnn bngttttts,1
@lordpsycho4919,"Perbedaan untuk mencari tau keberadaan Hantu udh jelas. Indonesia Pakek Ilmu,sedangkan Amerika mengunakan Teknology,Slalu sukses Tim DMS.",42
@158_erisapuspitasari8,mbaaak saraaaa doain aku banyak rejeki yaaaa biar bisa nonton dms+ trsssss,0
@riskysuryahidayat1131,MAMA AGUS TAKUT😢,0
@novisora3098,MBK Sarah aja coleb Joe kal dya punya alat lengkap buat liat hantu klo yg g percaya hantu. Dya sendiri loh klo penyelusuran  tempat angker. Seru MBK klo liat konten nya.,0
@ivandiedward5481,Keren,0
@VOCALISTAHUBULAT,"Next kalo ke luar negri collab sama KTJ dong, kayanya seru",0
@Gakseremah,NICEEEE,0
@rezaardi9356,Yang diaplikasi kenapa cuman bisa chapter 4  123 nya kok gk nonggol,0
@jehanhamartidefi2548,Segampang itu apa bisa liat setan? Gua dari lahir aja kaga pernah liat njir ke kuburan malem juga kaga liat apa&quot;,0
@ichajr2731,Kak sarah coba dong datangi kost nya rizki yg lagi viral di TT katanya horor bgt penasaran bgt sosok apa yg tinggl dstu kk dan knpa slalu ganggu orgnya,0
@Akucintakamu1234,Huaaa makasiii,0
@milkybimbam,❤❤,0
@sitikhumairah4675,GW DOWNLOAD DMS PENGEN BERLANGGANAN GW KIRA HARGANYA 100 200 TAPI TERNYATA 500RB ALAMAAAK😭😭 IBU RUMAH TANGGA KYK GW MENJERIT JERIT SIH😢 TAPI WAJAR SIH HARGA SEGITU AMERIKA. CUY TIKET NYA GK. MURAH APALG YG NGIKUT BUKAN 1 ORNG,0
@IndraYani-rn3mg,Buat yg modal wifi gak bisa ikut merasakan liat annabelke,0
@andryanseptyadi397,"Hrsnya ngajak mongol pas tuh, msh ada hub dg satanic",0
@ShotAndGollChanel,Nonton ini sampe berasa kesini energinya badan gua jd kaya lemes.,0
@fl2124,kalo mau nonton yg 2022 dimana ya?,0
@zuhuurfatichatuhilwa7238,"Terimakasih DMS yang selalu memberikan tontonan yang berkualitas , menarik yang membuat para penonton dan para subscribe selalu nunggu setiap episode nya . Sukses terus DMS dan mba Sara ❤❤",17
@mutialisnawati1774,Part 2 nya mana kakkk😢,0
@mmuslynaaulya,Alwayss love dms❤️❤️❤️<br>❤,0
@mmuslynaaulya,Alwayss love dms❤️❤️❤️,0
@niaagustina5875,"nonton episod ini pusing banget kepalaa, tangan gemeter, merinding sampe kaki 😖",1
@M_Hseeeungi,"Thanks pak dem, nyai and team❤️‍🔥",0
@nadhiraalmeera8923,"Mkasih kak sara,kak fadi,kak wisnu,kak demian saya udh senang lihat wlwpun gak bisa lihat konten yg di DMS+,❤❤good luck smoga konten trs naik trs dan team nya mkin kompak.",0
@AyuSafitri-nv6rr,Sukses terus dms aamiin 🤲🏻🥰,0
@puskesmascisauk7636,"Masyaallah akhirnya bisa nonton yg,, biarpun belum bisa langganan dms plus terima kasih mami",0
@Cika-z2r,"Kambing bukanya capri yaa,?<br>Ah entahlah. Yg pnting nnton dms <br>Thankyou team dms❤<br>Loveyou tomat🍅",0
@giskaputri4494,Udah beli dms+ tapi engga bisa jalan video2nya itu kenapa ya ? Padahal udah dibayar 🥲,0
@AslamiyahN,Parah sih... Ini keren seru banget mami.. makasih udah tayangin disini sehat terus mami dan juga semua tim DMS ❤❤❤❤<br>Btw mami mau nanya gimana ya caranya komunikasi sama sosok yang ngikutin terus udah lama ngikutin tpi ga pernah komunikasi dan aku ga tau gimana caranya buat komunikasi sama &quot;dia&quot;,0
@sellaselianita6121,"Serius nanya, ini nntn nya d mana sih???",0
@itiava4888,Miss k luar jg pake daster putih kah nyai,0
@freemasonry666,Aktingnya bagus sekali,0
@Widiazamtha,Gemeees❤,0
@reviewtokoonlineshop4817,Yg tau berbayar berapa di DMS+ ?,0
@nisaindah7443,Yuk trending yuk,0
@indrisinta3270,❤ u 🍅,0
@muhammadyamin08,DMS penelusuranya makin keren 👏🏻,0
@febbyani9052,Kaa infoin lagi dongg. Buat yg mau nonton dr chapter 1 gimana? Di dms plus adanya chapter 4,0
@ejadlanun2469,didlm ajaran islam yg nmanya hal ghaib itu hnya Allah sja yg maha mngetahui..sampai kiamat mnusia tdk bisa melihat wujud asli makhluk2 ghaib itu..harap temen2 paham..,0
@fiedik1243,"Seruuuu banget,sukses trus DMS and crew❤",2
@Termilan-milan,Info dong bayar berapa di dms+?,0
@nanairayuna9325,gilak serem banget,0
@monicaputri-x1y,Gimana cara liat chapter 1nya? Di aplikasi dms+ lgsg chapter 4,0
@Anyaaismiii,Kesekian kali nya nntn ini dan kaget nya lagi ada true story nya disini tentang bud*k petani di lousiana..,0
@sukmamelati1336,Suaranyaaa ngeri bgt😭,0
@GreatMan-u7q,Sehat dan sukses selalu DMS.,0
@ayuwanda-f1e,Udh download dms+ tp ga ngerti cara langganannya ku kira kaya netflix baru buat acc langsung bayar tinggal nonton aja . Tpi ini kayanya berbeda 😢 pengen bgtt nonton yg ga ada di yt,0
@izulelin,Kak Sarah.<br>Minta tolong ditayangkan lagi dong yg di Preston castle,0
@gellgameshagung1233,Jin nya bisa bahasa Inggris dong... <br>Klo orang udik kaya saya ktemu yg model bgitu malah minta di ajarin bahasa Inggris 🤣,0
@mineandheart3078,"mohon arahannya .. itu di DMS+ tulisannya lngsung chapter 4 ,, kalau mau lihat dari chapter 1 dimana ya",0
@coopervals,this is insane!🤩😍😱🤯,0
@Anonymous-fd6ru,Y,0
@winartiwinarti6919,Dms naik terus,0
@dikytrihendrawan4595,"ajak om hao ke japan yukkk, bakaal seruu nih wkwkwk",0
@dikytrihendrawan4595,setan luar negeri sama dalam negeri lebih nakutin manaa?,0
@dikytrihendrawan4595,semangaatt teruss dms tim,0
@fitridamayanti3928,"Aaaaakkk keren bgtt sekarang, ngikutin udah dari 5 tahun lalu makin gilaaa. Keren kerennn❤❤",0
@daniar_28,Apa aku aja ya yang ngelihat ini kepala jdi berat pusing gak kayak nonton dms yang lain yaa,0
@devinovelia754,"Gokillllll keren abiezsss ,,ngerii!!!!!",0
@muhammadryan3734,Jadi kuntilanak ada di luar negeri juga 😮 tapi kok yg bisa nge lihat gitu orang luar kok gak pernah nge gambarin sosok seperti kuntilanak yah di luar sana,0
@Chikaindo,Free palestine 🇵🇸🇵🇸🇵🇸,0
@alvinsyahroni9784,Wajib trending siiii,1
@Kfluttershy-e7v,AYO TRENDING BIAR DITAYANGIN PART 2 !!!!,100
@JovitaAurellia-w9h,ternyata yg kek gini beneran ada yaa😭😭,0
@PutriDora-j6e,Aku GK ngerti cara login dms+,0
@jusmainisikumbang7385,Dms gassss terooooooosssss!!!!!!!,0
@paulameilinda3754,"Mau langganan aplikasi, gimana ya caranya",0
@LeniRosmiyati,Trendingin 1 🎉🎉,0
@rasitirahmadanis1961,Btw musik nya asik 😂,0
@auliakhoirunnisa2143,pengen premium dms+ tapi anak kos dan rantau😭,0
@kurniasweeta3929,Di dms+ kok cuma ada video yg di hotel ya?,0
@hestidwi7590,Gak sabar pengen nnton next episode.. buruan dong malam Minggu 😂😂 makasih ya pak dem nya bang fad mas nunui team dms smua nya sehat&quot; xan .. aq puter berkali&quot; gak bosen&quot;,8
@agnesdevikartikasari5717,"di menit 29.44 saat kak wisnu nyebut inisial &quot;J&quot; entah knp di otak aku terbersit Jerome. Eh ga lama beneran disebut Jerome, kaget banget..",0
@ranggapurnawa3136,The best DMS naik terus 👍👍😘😘😘🥰🥰🥰🥰🙏🙏,0
@raraaaa6412,Gimana liat full nyaaa,0
@abahdafa,Kelihatan banget nyenggol king zharif,1
@resika1467,Harus trending,0
@OktadrajatKemuning,Nonton ini ke ingat omongannya om mongol waktu itu kata nya si bang fadli harus bisa juga gitu karna nanti kalian bakalan ke eropa terus di sana dapat apa gitu . Cuma lupa kelanjutannya om mongol ada di episode yg om mongol ikut dms penelusuran,0
@pujizain4781,"Trimakasih, trimakasih banyak DMS aku udh tunggu²",0
@rismadwiyuniarin5358,Episode selanjutnya kok blm ad ya😢,0
@reshaanggriani9479,Bagian lion gue ulang-ulang. Mantep Bang Fadi  👍🤣,0
@qhaiibrahim66,Kalau dari malaysia mcm mana nk beli dms+ tu ??,0
@JosepwijayaWijaya,Pngn liat kelanjutan nya knpa si gw ga bisa masuk dms+,0
@alviinesia27,"aaaaaaa abis nonton ini pusing banget kepala aku, energinya sangat luar biasa😮‍💨",0
@grasellairma,bisa-bisanya w nangis pas sara blg hantunya ‘lapar’ 😢,0
@neiylazz,"Bukan inti perjalanan saja sudah sekeren inii, rugi banget si kayaknya kalau engga berlanggan yaaa. huhuhu, sukses terus ya DMS+ 🥺🥺🥺💐🍅",0
@LieJaino-bm1rx,Udh penasaran malah di buat ketawa sama bang Fadi 😂😂😂 ga dingin apa ya 😂😂😂😂 gokil,0
@drwp88,Makasih tim DMS semuanya 🙏🙏🏻,10
@julianarahma8159,Di chapter 4 ga ada gambarnya yah? Apa kita kelewatan,0
@FarelHerichard,Dari dulu penasatan kalo ada surya insomnia gimana tu ya? 😮😢,0
@riniinayah4839,Undang ayu ting2 lg dong😩🙏🏻🙏🏻,0
@nengratnasari6912,TRENDING,0
@nengratnasari6912,TRENDING,0
@nengratnasari6912,TRENDING,0
@nengratnasari6912,DMS NAIK TERUS,0
@nengratnasari6912,MASYAALLOH udah TRENDING aja nihh,0
@nengratnasari6912,Baru sempet nonton Diary Misteri Sara <br>Karena sibuk ngurusin bocill,0
@evaalvianty3334,Aku merinding bangettt kakkk... Jd penasaran nihh ingin liat lengkapnya di dms+... Tp semoga di yutub juga ada cuplikan&quot; seperti ini lagi.. ditunggu kakkkk..,0
@NurFaizah-23,Trending kan lgi yok semgngt,0
@ahmadsyakirputra,"Gilee ni film apa youtube,keren amat",1
@jeromenicolas9653,"Gw ud cb berlangganan DMS Plus, tp ga bisa nonton chapter 1-3, cmn ada Chapter 4 doang. Kira2 gmn caranya utk nonton chapters sebelumnya?",0
@Serra-n5j,selanjutnya nonton dimana?,0
@opina9093,Sara cantik bangetttt,0
@rasykamansyfachannel,Trending kan gesss,0
@MilaZain_,Akhirnyaaaa❤,0
@trisnasulasih8567,Gila sinematicnya sih top banget👍,0
@putrifelicia1704,"makasihhh pak dem, nyai dan all teamm😍🥰",0
@Vioh.permatasari06,Cara nonton di dms+ nya gmn sih,0
@nartiletahiit418,Gilak kek nonton movie... Kelas bgt produsernya pk @demian,0
@channel-mf7gk,Sukses selalu 🥰🥰,0
@scolastikafebby7992,ketinggalan yang part 3nyaaa 🥲🥲🥲🥲🥲 adakah cara supaya bisa nonton yang part 3 ?,0
@user-kikirg24,Ayooo trending,0
@PanggoaranNi,Dan akhir nya tayang juga,0
@melawatipratiwi674,pengen nonton di dms+ tapi mahal jdi member ya 🥲🥲,0
@ikafitrianurinasari6548,Buat Trending 1,0
@mahakamtravelagency656,KEREN BANGET BACKSOUNDNYAAA,0
@fitriaholies404,"Ya Allah , kerennnnn bangettttt Team DMS , bangga banget bisa sampek Go internasional , makasih TEAM DMS uda lakukan penelusuran sampek luar negeri. Menjawab penasaran tentang cerita2 itu. Semoga teAM DMS sehat2 selalu &amp; semakin suksessss terus kedepan nya ❤️",176
@sitihijriah6453,"Weh trending 2 semoga trending 1 full 1minggu,,terima kasih pak dem semoga diberikan berkah rezeki semangat ka ngonten nya❤",23
@sitikomariyah9401,Kerenn bngett ini mah harus tren,0
@nyonyaanggara8106,Thank u dms.. udah share sedikit yg ada di presten castle.. semog Dms selalu dalam lindungan Allah SWT aamiinn.. maju terus deh.. ❤❤🎉🎉,1
@febs3501,Udah tayang belum sih ini ??,0
@IhsanKamil-s4e,Gue merasa meren bnget sama cameramen nya wkwk,0
@azizahnuralya3449,terimakasih team DMS,0
@siskafitriani4204,"Salut banget sama tim DMS❤️ bela”in buat konten di amrik biar para saradict pada seneng. Terharu juga lihat tim yg kelihatan capek bgtt tapi selalu ingin terlihat semangat demi saradict, DMS bakalan naik level trus nih❤️ yg bilang kontennya dms itu” trus dan slalu ngeluh kalo nyai ga komunikasi berarti kalian bukan saradict yaa.",112
@beningsucipto5839,Kok trending 18,0
@beningsucipto5839,Lagiiii donggg 😢,0
@latifahlatif3163,"Kaaa saraahh and team makasiiii bgttt upload disini, pokoknya harus trending 1❤",0
@Sultxn_,Terima kasih team dms dah ditayangin di youtube,0
@jalanselalumudah,Hahahaha ngakak bgt pas diblg thats lion😂 padahal tiger😭😭,0
@evanovita1795,"Buat yang tau² aja , yg sudah ngikutin di DMS+ dari chapter 1 smpe skrg . Percayalah video ini engga ada apa² nya 😂 <br>Beda juaaaaaauuuuuhhhhh sama yg di app DMS+ <br>Saranku kalo kalian memang penasaran &amp; sudah ada rezeki , coba deh tonton.",0
@kalaplu6987,TES HOTEL SIRANDA SEMARANG LAH,0
@Chachan608,Wah seru,0
@masyitapierlist5786,"Klo dah berani masuk dan berinteraksi di dunia manusia, brrti itu dah jin yg kekuatannya besar",0
@denisaaudita5183,DMS + itu dimana yaa,0
@Annurtv_BekasiTimur,"Datengin rumah kakek nenek ane di kampung,angker ya tapi gak ampe kesurupan sih cuma fenomena suara, penampakan",0
@dianabhawell2776,Smoga Trendinggggg yok bisa yokkk,1
@iamblueyork,Keren Jatuhnya kaya Horror Reality Show,0
@indahsetiadewi8831,"kok keren banget yaa, pengen nonton dari  yg pertama di aplikasi nya apa masih bisa ya?",0
@rositamutiaraa,mantappp,1
@stefaniriyatna3031,Susah mau buat account verifikasi ke email nggak bisa 😢,0
@AnisahOppo-fl8de,lebih serem di sana di bandingkan di sini yahh 😢,0
@AnisahOppo-fl8de,"seketika merinding asli karna ,gila demi penelusuran yg hrus di selsaikan rela ke tempat itu,ini paling the best bet gilaa🎉❤",2
@BangJali-iv2vz,tahayul,0
